arquivo,densidade,m,n,status,custo,nos_explorados,nos_podados,memoria_mb,tempo_s
rand_d0.1_m75_n75_s50.txt,0.1,75,75,OPTIMAL,12,181500,89158,11.98,4.920283
rand_d0.1_m75_n75_s51.txt,0.1,75,75,OPTIMAL,12,166927,81799,11.98,5.814235
rand_d0.1_m75_n75_s52.txt,0.1,75,75,OPTIMAL,13,1621830,797729,11.98,59.220454
rand_d0.1_m75_n75_s53.txt,0.1,75,75,OPTIMAL,12,130271,64821,11.98,4.578067
rand_d0.1_m75_n75_s54.txt,0.1,75,75,OPTIMAL,12,775407,383491,11.98,24.694234
rand_d0.1_m75_n75_s55.txt,0.1,75,75,OPTIMAL,12,74901,37135,11.98,2.828083
rand_d0.1_m75_n75_s56.txt,0.1,75,75,OPTIMAL,12,437284,216977,11.98,14.307056
rand_d0.1_m75_n75_s57.txt,0.1,75,75,OPTIMAL,12,50793,24964,11.98,1.403304
rand_d0.1_m75_n75_s58.txt,0.1,75,75,OPTIMAL,13,563169,274688,11.98,16.73139
rand_d0.1_m75_n75_s59.txt,0.1,75,75,OPTIMAL,13,16296,7998,11.98,0.755438
rand_d0.3_m100_n75_s160.txt,0.3,100,75,OPTIMAL,6,1712575,855709,11.98,14.104789
rand_d0.3_m100_n75_s161.txt,0.3,100,75,OPTIMAL,6,1789684,894373,11.98,14.816828
rand_d0.3_m100_n75_s162.txt,0.3,100,75,OPTIMAL,6,833166,416364,11.98,7.686773
rand_d0.3_m100_n75_s163.txt,0.3,100,75,OPTIMAL,6,1686086,842476,11.98,12.491543
rand_d0.3_m100_n75_s164.txt,0.3,100,75,OPTIMAL,6,1593267,796242,11.98,12.621421
rand_d0.3_m100_n75_s165.txt,0.3,100,75,OPTIMAL,6,1400679,699909,11.98,13.548495
rand_d0.3_m100_n75_s166.txt,0.3,100,75,OPTIMAL,6,1411611,705512,11.98,12.667964
rand_d0.3_m100_n75_s167.txt,0.3,100,75,OPTIMAL,6,2602548,1297728,11.98,24.066551
rand_d0.3_m100_n75_s168.txt,0.3,100,75,OPTIMAL,6,2323844,1160923,11.98,20.025784
rand_d0.3_m100_n75_s169.txt,0.3,100,75,OPTIMAL,6,1493067,746195,11.98,15.436259
rand_d0.3_m100_n75_s170.txt,0.3,100,75,OPTIMAL,6,1254915,627079,11.98,12.215146
rand_d0.3_m100_n75_s171.txt,0.3,100,75,OPTIMAL,6,1526062,762714,11.98,12.338331
rand_d0.3_m100_n75_s172.txt,0.3,100,75,OPTIMAL,6,1991196,994877,11.98,16.275783
rand_d0.3_m100_n75_s173.txt,0.3,100,75,OPTIMAL,6,2226317,1112289,11.98,16.975715
rand_d0.3_m100_n75_s174.txt,0.3,100,75,OPTIMAL,6,2011301,1004885,11.98,14.922267
rand_d0.3_m100_n75_s175.txt,0.3,100,75,OPTIMAL,6,1438665,718892,11.98,11.30373
rand_d0.3_m100_n75_s176.txt,0.3,100,75,OPTIMAL,5,195635,97790,11.98,1.633231
rand_d0.3_m100_n75_s177.txt,0.3,100,75,OPTIMAL,6,1661769,830594,11.98,12.838941
rand_d0.3_m100_n75_s178.txt,0.3,100,75,OPTIMAL,6,2382158,1190546,11.98,18.997213
rand_d0.3_m100_n75_s179.txt,0.3,100,75,OPTIMAL,5,115273,57598,11.98,1.053958
rand_d0.3_m125_n75_s180.txt,0.3,125,75,OPTIMAL,6,1541841,770886,11.98,12.763213
rand_d0.3_m125_n75_s181.txt,0.3,125,75,OPTIMAL,6,2174923,1087395,11.98,15.707053
rand_d0.3_m125_n75_s182.txt,0.3,125,75,OPTIMAL,6,2375225,1187498,11.98,18.958575
rand_d0.3_m125_n75_s183.txt,0.3,125,75,OPTIMAL,6,1477420,738653,11.98,13.00621
rand_d0.3_m125_n75_s184.txt,0.3,125,75,OPTIMAL,6,1603613,801764,11.98,13.806895
rand_d0.3_m125_n75_s185.txt,0.3,125,75,OPTIMAL,6,1763063,881381,11.98,15.213187
rand_d0.3_m125_n75_s186.txt,0.3,125,75,OPTIMAL,6,1691389,844689,11.98,14.924493
rand_d0.3_m125_n75_s187.txt,0.3,125,75,OPTIMAL,6,3029149,1512810,11.98,32.262748
