arquivo,densidade,m,n,status,custo,tempo_s
rand_d0.5_m100_n75_s267.txt,0.5,100,75,OPTIMAL,4,8.7e-05
rand_d0.5_m100_n75_s268.txt,0.5,100,75,OPTIMAL,4,8.7e-05
rand_d0.5_m100_n75_s269.txt,0.5,100,75,OPTIMAL,4,7.8e-05
rand_d0.5_m100_n75_s270.txt,0.5,100,75,OPTIMAL,4,9.4e-05
rand_d0.5_m100_n75_s271.txt,0.5,100,75,OPTIMAL,4,9.1e-05
rand_d0.5_m100_n75_s272.txt,0.5,100,75,OPTIMAL,4,9.7e-05
rand_d0.5_m100_n75_s273.txt,0.5,100,75,OPTIMAL,4,9e-05
rand_d0.5_m100_n75_s274.txt,0.5,100,75,OPTIMAL,4,9.7e-05
rand_d0.5_m100_n75_s275.txt,0.5,100,75,OPTIMAL,4,9.6e-05
rand_d0.5_m100_n75_s276.txt,0.5,100,75,OPTIMAL,4,9.2e-05
rand_d0.5_m100_n75_s277.txt,0.5,100,75,OPTIMAL,4,9e-05
rand_d0.5_m100_n75_s278.txt,0.5,100,75,OPTIMAL,4,9.3e-05
rand_d0.5_m100_n75_s279.txt,0.5,100,75,OPTIMAL,4,8.7e-05
rand_d0.5_m125_n75_s280.txt,0.5,125,75,OPTIMAL,4,9e-05
rand_d0.5_m125_n75_s281.txt,0.5,125,75,OPTIMAL,4,9.5e-05
rand_d0.5_m125_n75_s282.txt,0.5,125,75,OPTIMAL,4,9.1e-05
rand_d0.5_m125_n75_s283.txt,0.5,125,75,OPTIMAL,4,8.8e-05
rand_d0.5_m125_n75_s284.txt,0.5,125,75,OPTIMAL,4,9.6e-05
rand_d0.5_m125_n75_s285.txt,0.5,125,75,OPTIMAL,4,9.1e-05
rand_d0.5_m125_n75_s286.txt,0.5,125,75,OPTIMAL,5,0.000106
rand_d0.5_m125_n75_s287.txt,0.5,125,75,OPTIMAL,4,7.4e-05
rand_d0.5_m125_n75_s288.txt,0.5,125,75,OPTIMAL,4,7.1e-05
rand_d0.5_m125_n75_s289.txt,0.5,125,75,OPTIMAL,4,7.3e-05
rand_d0.5_m125_n75_s290.txt,0.5,125,75,OPTIMAL,4,7.4e-05
rand_d0.5_m125_n75_s291.txt,0.5,125,75,OPTIMAL,4,7.1e-05
rand_d0.5_m125_n75_s292.txt,0.5,125,75,OPTIMAL,4,8.8e-05
rand_d0.5_m125_n75_s293.txt,0.5,125,75,OPTIMAL,4,7.8e-05
rand_d0.5_m125_n75_s294.txt,0.5,125,75,OPTIMAL,4,7.2e-05
rand_d0.5_m125_n75_s295.txt,0.5,125,75,OPTIMAL,4,9e-05
rand_d0.5_m125_n75_s296.txt,0.5,125,75,OPTIMAL,4,9.5e-05
rand_d0.5_m125_n75_s297.txt,0.5,125,75,OPTIMAL,4,9.3e-05
rand_d0.5_m125_n75_s298.txt,0.5,125,75,OPTIMAL,4,9.1e-05
rand_d0.5_m125_n75_s299.txt,0.5,125,75,OPTIMAL,4,0.000121
rand_d0.5_m25_n75_s200.txt,0.5,25,75,OPTIMAL,2,3.8e-05
rand_d0.5_m25_n75_s201.txt,0.5,25,75,OPTIMAL,3,5.3e-05
rand_d0.5_m25_n75_s202.txt,0.5,25,75,OPTIMAL,3,5.1e-05
rand_d0.5_m25_n75_s203.txt,0.5,25,75,OPTIMAL,3,5.8e-05
rand_d0.5_m25_n75_s204.txt,0.5,25,75,OPTIMAL,2,3.8e-05
rand_d0.5_m25_n75_s205.txt,0.5,25,75,OPTIMAL,2,3.8e-05
rand_d0.5_m25_n75_s206.txt,0.5,25,75,OPTIMAL,2,3.6e-05
rand_d0.5_m25_n75_s207.txt,0.5,25,75,OPTIMAL,3,5.9e-05
rand_d0.5_m25_n75_s208.txt,0.5,25,75,OPTIMAL,2,3.8e-05
rand_d0.5_m25_n75_s209.txt,0.5,25,75,OPTIMAL,3,5.8e-05
rand_d0.5_m25_n75_s210.txt,0.5,25,75,OPTIMAL,3,5.7e-05
rand_d0.5_m25_n75_s211.txt,0.5,25,75,OPTIMAL,2,4.5e-05
rand_d0.5_m25_n75_s212.txt,0.5,25,75,OPTIMAL,2,5.7e-05
rand_d0.5_m25_n75_s213.txt,0.5,25,75,OPTIMAL,2,5.1e-05
rand_d0.5_m25_n75_s214.txt,0.5,25,75,OPTIMAL,2,4.3e-05
rand_d0.5_m25_n75_s215.txt,0.5,25,75,OPTIMAL,3,6.7e-05
rand_d0.5_m25_n75_s216.txt,0.5,25,75,OPTIMAL,3,4.8e-05
rand_d0.5_m25_n75_s217.txt,0.5,25,75,OPTIMAL,2,4e-05
rand_d0.5_m25_n75_s218.txt,0.5,25,75,OPTIMAL,2,3.6e-05
rand_d0.5_m25_n75_s219.txt,0.5,25,75,OPTIMAL,2,3.8e-05
rand_d0.5_m50_n75_s220.txt,0.5,50,75,OPTIMAL,3,8.5e-05
rand_d0.5_m50_n75_s221.txt,0.5,50,75,OPTIMAL,3,6.9e-05
rand_d0.5_m50_n75_s222.txt,0.5,50,75,OPTIMAL,3,6.5e-05
rand_d0.5_m50_n75_s223.txt,0.5,50,75,OPTIMAL,3,6.8e-05
rand_d0.5_m50_n75_s224.txt,0.5,50,75,OPTIMAL,3,6.8e-05
rand_d0.5_m50_n75_s225.txt,0.5,50,75,OPTIMAL,3,0.000118
rand_d0.5_m50_n75_s226.txt,0.5,50,75,OPTIMAL,3,6.4e-05
rand_d0.5_m50_n75_s227.txt,0.5,50,75,OPTIMAL,3,7.8e-05
rand_d0.5_m50_n75_s228.txt,0.5,50,75,OPTIMAL,3,6.7e-05
rand_d0.5_m50_n75_s229.txt,0.5,50,75,OPTIMAL,3,7.8e-05
rand_d0.5_m50_n75_s230.txt,0.5,50,75,OPTIMAL,3,7.6e-05
rand_d0.5_m50_n75_s231.txt,0.5,50,75,OPTIMAL,3,8.1e-05
rand_d0.5_m50_n75_s232.txt,0.5,50,75,OPTIMAL,3,6.7e-05
rand_d0.5_m50_n75_s233.txt,0.5,50,75,OPTIMAL,3,7.5e-05
rand_d0.5_m50_n75_s234.txt,0.5,50,75,OPTIMAL,3,6.9e-05
rand_d0.5_m50_n75_s235.txt,0.5,50,75,OPTIMAL,3,6.8e-05
rand_d0.5_m50_n75_s236.txt,0.5,50,75,OPTIMAL,3,6.7e-05
rand_d0.5_m50_n75_s237.txt,0.5,50,75,OPTIMAL,4,8.4e-05
rand_d0.5_m50_n75_s238.txt,0.5,50,75,OPTIMAL,3,6.7e-05
rand_d0.5_m50_n75_s239.txt,0.5,50,75,OPTIMAL,3,7.6e-05
rand_d0.5_m75_n100_s500.txt,0.5,75,100,OPTIMAL,4,0.000112
rand_d0.5_m75_n100_s501.txt,0.5,75,100,OPTIMAL,4,0.000144
rand_d0.5_m75_n100_s502.txt,0.5,75,100,OPTIMAL,4,0.000112
rand_d0.5_m75_n100_s503.txt,0.5,75,100,OPTIMAL,3,9.2e-05
rand_d0.5_m75_n100_s504.txt,0.5,75,100,OPTIMAL,4,0.000113
rand_d0.5_m75_n100_s505.txt,0.5,75,100,OPTIMAL,3,8.6e-05
rand_d0.5_m75_n100_s506.txt,0.5,75,100,OPTIMAL,4,0.000114
rand_d0.5_m75_n100_s507.txt,0.5,75,100,OPTIMAL,3,8.7e-05
rand_d0.5_m75_n100_s508.txt,0.5,75,100,OPTIMAL,4,0.000112
rand_d0.5_m75_n100_s509.txt,0.5,75,100,OPTIMAL,4,0.000111
rand_d0.5_m75_n100_s510.txt,0.5,75,100,OPTIMAL,3,8.9e-05
rand_d0.5_m75_n100_s511.txt,0.5,75,100,OPTIMAL,3,9.6e-05
rand_d0.5_m75_n100_s512.txt,0.5,75,100,OPTIMAL,3,8.5e-05
rand_d0.5_m75_n100_s513.txt,0.5,75,100,OPTIMAL,4,0.000129
rand_d0.5_m75_n100_s514.txt,0.5,75,100,OPTIMAL,3,9.7e-05
rand_d0.5_m75_n100_s515.txt,0.5,75,100,OPTIMAL,4,0.00012
rand_d0.5_m75_n100_s516.txt,0.5,75,100,OPTIMAL,3,9.4e-05
rand_d0.5_m75_n100_s517.txt,0.5,75,100,OPTIMAL,4,0.000113
rand_d0.5_m75_n100_s518.txt,0.5,75,100,OPTIMAL,4,0.000111
rand_d0.5_m75_n100_s519.txt,0.5,75,100,OPTIMAL,3,9.9e-05
rand_d0.5_m75_n125_s520.txt,0.5,75,125,OPTIMAL,3,0.000106
rand_d0.5_m75_n125_s521.txt,0.5,75,125,OPTIMAL,3,0.000128
rand_d0.5_m75_n125_s522.txt,0.5,75,125,OPTIMAL,3,0.000116
rand_d0.5_m75_n125_s523.txt,0.5,75,125,OPTIMAL,4,0.000138
rand_d0.5_m75_n125_s524.txt,0.5,75,125,OPTIMAL,4,0.000137
rand_d0.5_m75_n125_s525.txt,0.5,75,125,OPTIMAL,4,0.000164
rand_d0.5_m75_n125_s526.txt,0.5,75,125,OPTIMAL,4,0.000142
rand_d0.5_m75_n125_s527.txt,0.5,75,125,OPTIMAL,3,0.000102
rand_d0.5_m75_n125_s528.txt,0.5,75,125,OPTIMAL,4,0.000138
rand_d0.5_m75_n125_s529.txt,0.5,75,125,OPTIMAL,3,0.000108
rand_d0.5_m75_n125_s530.txt,0.5,75,125,OPTIMAL,3,0.000102
rand_d0.5_m75_n125_s531.txt,0.5,75,125,OPTIMAL,3,8.5e-05
rand_d0.5_m75_n125_s532.txt,0.5,75,125,OPTIMAL,4,0.000131
rand_d0.5_m75_n125_s533.txt,0.5,75,125,OPTIMAL,3,8.9e-05
rand_d0.5_m75_n125_s534.txt,0.5,75,125,OPTIMAL,4,0.000108
rand_d0.5_m75_n125_s535.txt,0.5,75,125,OPTIMAL,3,8.2e-05
rand_d0.5_m75_n125_s536.txt,0.5,75,125,OPTIMAL,3,8.2e-05
rand_d0.5_m75_n125_s537.txt,0.5,75,125,OPTIMAL,4,0.000107
rand_d0.5_m75_n125_s538.txt,0.5,75,125,OPTIMAL,3,0.0001
rand_d0.5_m75_n125_s539.txt,0.5,75,125,OPTIMAL,3,8.8e-05
rand_d0.5_m75_n25_s460.txt,0.5,75,25,OPTIMAL,4,2.8e-05
rand_d0.5_m75_n25_s461.txt,0.5,75,25,OPTIMAL,4,2.7e-05
rand_d0.5_m75_n25_s462.txt,0.5,75,25,OPTIMAL,4,2.7e-05
rand_d0.5_m75_n25_s463.txt,0.5,75,25,OPTIMAL,4,2.7e-05
rand_d0.5_m75_n25_s464.txt,0.5,75,25,OPTIMAL,4,2.8e-05
rand_d0.5_m75_n25_s465.txt,0.5,75,25,OPTIMAL,4,3e-05
rand_d0.5_m75_n25_s466.txt,0.5,75,25,OPTIMAL,4,2.8e-05
rand_d0.5_m75_n25_s467.txt,0.5,75,25,OPTIMAL,4,2.6e-05
rand_d0.5_m75_n25_s468.txt,0.5,75,25,OPTIMAL,4,2.8e-05
rand_d0.5_m75_n25_s469.txt,0.5,75,25,OPTIMAL,4,8.5e-05
rand_d0.5_m75_n25_s470.txt,0.5,75,25,OPTIMAL,4,2.6e-05
rand_d0.5_m75_n25_s471.txt,0.5,75,25,OPTIMAL,4,2.6e-05
rand_d0.5_m75_n25_s472.txt,0.5,75,25,OPTIMAL,4,3.4e-05
rand_d0.5_m75_n25_s473.txt,0.5,75,25,OPTIMAL,4,2.6e-05
rand_d0.5_m75_n25_s474.txt,0.5,75,25,OPTIMAL,4,2.5e-05
rand_d0.5_m75_n25_s475.txt,0.5,75,25,OPTIMAL,4,2.6e-05
rand_d0.5_m75_n25_s476.txt,0.5,75,25,OPTIMAL,4,2.5e-05
rand_d0.5_m75_n25_s477.txt,0.5,75,25,OPTIMAL,4,2.5e-05
rand_d0.5_m75_n25_s478.txt,0.5,75,25,OPTIMAL,4,2.6e-05
rand_d0.5_m75_n25_s479.txt,0.5,75,25,OPTIMAL,5,2.9e-05
rand_d0.5_m75_n50_s480.txt,0.5,75,50,OPTIMAL,3,3.6e-05
rand_d0.5_m75_n50_s481.txt,0.5,75,50,OPTIMAL,4,4.6e-05
rand_d0.5_m75_n50_s482.txt,0.5,75,50,OPTIMAL,4,4.9e-05
rand_d0.5_m75_n50_s483.txt,0.5,75,50,OPTIMAL,3,3.8e-05
rand_d0.5_m75_n50_s484.txt,0.5,75,50,OPTIMAL,4,4.8e-05
rand_d0.5_m75_n50_s485.txt,0.5,75,50,OPTIMAL,3,3.8e-05
rand_d0.5_m75_n50_s486.txt,0.5,75,50,OPTIMAL,4,4.8e-05
rand_d0.5_m75_n50_s487.txt,0.5,75,50,OPTIMAL,4,6e-05
rand_d0.5_m75_n50_s488.txt,0.5,75,50,OPTIMAL,4,4.7e-05
rand_d0.5_m75_n50_s489.txt,0.5,75,50,OPTIMAL,4,4.9e-05
rand_d0.5_m75_n50_s490.txt,0.5,75,50,OPTIMAL,4,6e-05
rand_d0.5_m75_n50_s491.txt,0.5,75,50,OPTIMAL,4,4.9e-05
rand_d0.5_m75_n50_s492.txt,0.5,75,50,OPTIMAL,4,5.8e-05
rand_d0.5_m75_n50_s493.txt,0.5,75,50,OPTIMAL,4,5.9e-05
rand_d0.5_m75_n50_s494.txt,0.5,75,50,OPTIMAL,4,5.8e-05
rand_d0.5_m75_n50_s495.txt,0.5,75,50,OPTIMAL,4,6.1e-05
rand_d0.5_m75_n50_s496.txt,0.5,75,50,OPTIMAL,4,6.1e-05
rand_d0.5_m75_n50_s497.txt,0.5,75,50,OPTIMAL,4,5.8e-05
rand_d0.5_m75_n50_s498.txt,0.5,75,50,OPTIMAL,4,5.9e-05
rand_d0.5_m75_n50_s499.txt,0.5,75,50,OPTIMAL,4,4.9e-05
rand_d0.5_m75_n75_s240.txt,0.5,75,75,OPTIMAL,3,7e-05
rand_d0.5_m75_n75_s241.txt,0.5,75,75,OPTIMAL,3,5.2e-05
rand_d0.5_m75_n75_s242.txt,0.5,75,75,OPTIMAL,3,5.7e-05
rand_d0.5_m75_n75_s243.txt,0.5,75,75,OPTIMAL,4,8.7e-05
rand_d0.5_m75_n75_s244.txt,0.5,75,75,OPTIMAL,4,0.000135
rand_d0.5_m75_n75_s245.txt,0.5,75,75,OPTIMAL,3,5.6e-05
rand_d0.5_m75_n75_s246.txt,0.5,75,75,OPTIMAL,3,6.6e-05
rand_d0.5_m75_n75_s247.txt,0.5,75,75,OPTIMAL,3,6.8e-05
rand_d0.5_m75_n75_s248.txt,0.5,75,75,OPTIMAL,4,9.7e-05
rand_d0.5_m75_n75_s249.txt,0.5,75,75,OPTIMAL,4,7.7e-05
rand_d0.5_m75_n75_s250.txt,0.5,75,75,OPTIMAL,4,6.7e-05
rand_d0.5_m75_n75_s251.txt,0.5,75,75,OPTIMAL,4,8.7e-05
rand_d0.5_m75_n75_s252.txt,0.5,75,75,OPTIMAL,3,6.5e-05
rand_d0.5_m75_n75_s253.txt,0.5,75,75,OPTIMAL,3,6.8e-05
rand_d0.5_m75_n75_s254.txt,0.5,75,75,OPTIMAL,4,7e-05
rand_d0.5_m75_n75_s255.txt,0.5,75,75,OPTIMAL,4,8.5e-05
rand_d0.5_m75_n75_s256.txt,0.5,75,75,OPTIMAL,4,6.9e-05
rand_d0.5_m75_n75_s257.txt,0.5,75,75,OPTIMAL,4,7.9e-05
rand_d0.5_m75_n75_s258.txt,0.5,75,75,OPTIMAL,3,5.4e-05
rand_d0.5_m75_n75_s259.txt,0.5,75,75,OPTIMAL,4,7e-05
